epoch,train_loss,train_ce_loss,train_tv_loss,val_loss,val_ce_loss,val_tv_loss,val_accuracy,val_precision,val_recall,val_f1,val_specificity,val_pred_active_ratio,val_pred_inactive_ratio,optimal_threshold
1,0.7812378978536975,0.21280633610102437,0.0016018570994117086,0.5308904238045216,0.5308904238045216,0.0,0.3867,0.2659198492085591,0.8309350110434375,0.40290127863957936,0.23939723473667857,77.81166666666667,22.188333333333333,-0.27952245
2,0.24869192656009428,0.19954661688496989,0.001289955573156476,0.2516618240624666,0.2516618240624666,0.0,0.3851833333333333,0.26705582678836765,0.8420453784887223,0.4055051489903467,0.23369360172218648,78.51666666666667,21.48333333333333,-0.5407119
3,0.2808854281902313,0.19400147997563885,0.0011958950011420153,0.22736410796642303,0.22736410796642303,0.0,0.38548333333333334,0.2658852165001281,0.8334783481694665,0.4031597520112663,0.23693379790940766,78.06,21.94,-0.3287584
4,0.26136977393780986,0.19054268468772212,0.0011937327517737304,0.3579579861834645,0.3579579861834645,0.0,0.37985,0.2680416666666667,0.8611204069339402,0.408827314469106,0.2202667613573315,80.0,20.0,-0.30710173
5,0.2378638688955576,0.19351415432268573,0.0011739717315762273,0.22534995805472136,0.22534995805472136,0.0,0.38493333333333335,0.2664256088482399,0.8383642326484171,0.4043514752404932,0.2345813267049868,78.35833333333333,21.641666666666666,-0.35737637
6,0.25884379831052595,0.19359933524843184,0.0011306567936234416,0.38814447401091456,0.38814447401091456,0.0,0.38425,0.27079166666666665,0.8699551569506726,0.41302171875248245,0.2231962538005726,80.0,20.0,-0.29504347
7,0.22788152290928748,0.19397336869470536,0.0011365926907127423,0.2621605331078172,0.2621605331078172,0.0,0.3939,0.26827316186809147,0.8300649220266381,0.40549288867091715,0.24927317517033223,77.04833333333333,22.951666666666668,-0.3178635
8,0.24995775088187186,0.19788869951040514,0.001120288830040203,0.21354900859296322,0.21354900859296322,0.0,0.3603166666666667,0.25583333333333336,0.8218994712535975,0.3902067015141164,0.2072615903593067,80.0,20.0,-0.3323204
9,0.2559294606889448,0.1876293692076879,0.0011156155810421032,0.23353835847228765,0.23353835847228765,0.0,0.3851833333333333,0.2652720739219713,0.8300649220266381,0.40205533853111375,0.23766617102021795,77.92,22.08,-0.36425075
10,0.2411295346194698,0.19902335107326508,0.0011275000044054563,0.2915049325674772,0.2915049325674772,0.0,0.40118333333333334,0.2708333333333333,0.8300649220266381,0.4084105840317455,0.2589715706074258,76.32,23.68,-0.31289974
11,0.24270234617494768,0.19844418139226974,0.0011061754137758285,0.26638850569725037,0.26638850569725037,0.0,0.3819166666666667,0.2693333333333333,0.8652700622448297,0.41079741345069193,0.221642735080672,80.0,20.0,-0.40548128
12,0.25897137844754803,0.19473463224787865,0.0010818805350291153,0.24620406702160835,0.24620406702160835,0.0,0.34778333333333333,0.248,0.7967338196907837,0.37825900446449856,0.19891697552098359,80.0,20.0,-0.43490806
13,0.24414583412750113,0.18958018581953742,0.0011133313734805392,0.38582183234393597,0.38582183234393597,0.0,0.398,0.26985851824484386,0.8310688708921758,0.4074219903533812,0.2543997869460041,76.68833333333333,23.311666666666667,-0.28719422
14,0.2646925281132421,0.19792349035701445,0.0010864872808357881,0.2371037220582366,0.2371037220582366,0.0,0.35815,0.25447916666666665,0.8175490261696005,0.38814127516245367,0.20581903726225614,80.0,20.0,-0.32518706
15,0.24921727396788135,0.19695792779807123,0.0011017103379051532,0.23938350938260555,0.23938350938260555,0.0,0.35308333333333336,0.2513125,0.8073756776654842,0.3833113550785657,0.2024456823276149,80.0,20.0,-0.32526132
16,0.2596441716436417,0.2099322518033366,0.0010793125482215997,0.22429913096129894,0.22429913096129894,0.0,0.34715,0.24760416666666665,0.7954621511277692,0.37765526445401243,0.19849530615415345,80.0,20.0,-0.34661707
17,0.2336296655478016,0.1950359248345898,0.0011174556641508975,0.21485346648842096,0.21485346648842096,0.0,0.3589833333333333,0.255,0.8192222742788301,0.3889356699130932,0.20637386537650637,80.0,20.0,-0.33123642
18,0.23750574237877323,0.19580238312482834,0.0010881790207819112,0.22262377943843603,0.22262377943843603,0.0,0.35795,0.25435416666666666,0.8171474466233853,0.3879506204223002,0.2056858785148361,80.0,20.0,-0.34412017
19,0.23979485395454592,0.193926208201916,0.001079308045577378,0.4908475764095783,0.4908475764095783,0.0,0.3590833333333333,0.2550625,0.8194230640519377,0.38903099728317,0.2064404447502164,80.0,20.0,-0.28161696
20,0.27037228836167243,0.19298654914863647,0.0010726171425513684,0.33496179059147835,0.33496179059147835,0.0,0.35378333333333334,0.25175,0.8087812060772371,0.38397864666910275,0.20291173794358508,80.0,20.0,-0.30810207
21,0.22444899142870017,0.18899335374214477,0.0010844033170160988,0.22774879075586796,0.22774879075586796,0.0,0.3602166666666667,0.25577083333333334,0.82169868148049,0.3901113741440396,0.20719501098559667,80.0,20.0,-0.3528566
