epoch,train_loss,train_ce_loss,train_tv_loss,val_loss,val_ce_loss,val_tv_loss,val_accuracy,val_precision,val_recall,val_f1,val_specificity,val_pred_active_ratio,val_pred_inactive_ratio,optimal_threshold
1,0.44095446666081745,0.14389330769578615,0.0015368805732578039,0.09589903347659856,0.09589903347659856,0.0,0.5300983606557377,0.17668190725016328,0.6103339350180506,0.2740350521730321,0.516456958723339,50.196721311475414,49.803278688524586,-0.62921005
2,0.1760637104511261,0.14458642676472663,0.0013726959354244173,0.09077850147150457,0.09077850147150457,0.0,0.3745245901639344,0.13487908252306158,0.6103339350180506,0.22093355658104302,0.3344330213288323,65.75409836065573,34.24590163934426,-0.6008029
3,0.16219024509191513,0.1458974152803421,0.0012993294241217276,0.09019417606759816,0.09019417606759816,0.0,0.4678032786885246,0.15713621571362157,0.6101083032490975,0.24990757855822548,0.44360902255639095,56.419672131147536,43.58032786885246,-0.5972848
4,0.1762870579957962,0.1495341730614503,0.0012655031207638482,0.17313429526984692,0.17313429526984692,0.0,0.6891967213114754,0.26515609733401574,0.642937725631769,0.3754652963072768,0.6970615313794691,35.234426229508195,64.7655737704918,-0.5213054
5,0.17859783718983333,0.14731472358107567,0.0012608380483773848,0.09142591070849448,0.09142591070849448,0.0,0.40409836065573773,0.14119367134875463,0.6101083032490975,0.2293177288724929,0.36907319318704923,62.790163934426225,37.20983606557377,-0.60582256
6,0.1561572144428889,0.1478413318594297,0.0012210316800822815,0.09079006721731275,0.09079006721731275,0.0,0.6547377049180327,0.23499761004649547,0.6101083032490975,0.3393042005207517,0.6623254564983888,37.726229508196724,62.27377049180328,-0.60162705
7,0.1671686386068662,0.14419728194673856,0.0011838875051277378,0.09140849835239351,0.09140849835239351,0.0,0.6327213114754099,0.22206256671319485,0.610221119133574,0.3256275961712119,0.636546723952739,39.93114754098361,60.0688524590164,-0.6082632
8,0.17768185262878736,0.14313463419675826,0.0012364763805332282,0.0979886072454974,0.0979886072454974,0.0,0.6933114754098361,0.26178491917529767,0.610221119133574,0.3663889453363138,0.707438238453276,33.87213114754098,66.12786885245902,-0.58280176
9,0.16932112822930018,0.1401375739524762,0.0012433794365885357,0.10213384905364364,0.10213384905364364,0.0,0.6998032786885245,0.2669002269811507,0.610221119133574,0.3713697219361483,0.7150337578640479,33.22295081967213,66.77704918032788,-0.58224356
10,0.15866039209067823,0.13844281435012817,0.0012631169520318508,0.10736621089745313,0.10736621089745313,0.0,0.6933114754098361,0.26183102680731635,0.6104467509025271,0.36647477141889606,0.7073998772441308,33.87868852459016,66.12131147540984,-0.58652616
11,0.17968264011045296,0.13514131450404723,0.0012746544166778524,0.11890200688503683,0.11890200688503683,0.0,0.6573442622950819,0.2366325369738339,0.6101083032490975,0.3410051075099313,0.6653751726254411,37.46557377049181,62.5344262295082,-0.57338786
12,0.16954766350487868,0.13312257640063763,0.001342544766763846,0.13777387997834012,0.13777387997834012,0.0,0.6160655737704918,0.213148352514583,0.6101083032490975,0.3159247575651361,0.617078410311493,41.593442622950825,58.40655737704918,-0.5849324
13,0.16905196383595467,0.1305353932082653,0.0013741557757991055,0.1006362737971358,0.1006362737971358,0.0,0.416016393442623,0.14394443409532426,0.610221119133574,0.23294072048405504,0.38299831210679763,61.601639344262296,38.398360655737704,-0.64015955
14,0.1598263494670391,0.1282978241642316,0.0013969162129797042,0.11391369486227632,0.11391369486227632,0.0,0.5641475409836065,0.18949507691229545,0.6101083032490975,0.2891746651338128,0.556333435629891,46.78524590163934,53.21475409836065,-0.5912593
15,0.1728969799975554,0.1246224194765091,0.0014222744037397205,0.12832644279114902,0.12832644279114902,0.0,0.6098852459016394,0.21002757388636453,0.6101083032490975,0.3124837488804785,0.6098473223876016,42.21147540983606,57.78852459016394,-0.5938202
16,0.17193489422400793,0.12144508187969526,0.0013929502068397899,0.13867452647536993,0.13867452647536993,0.0,0.5933934426229508,0.2021304429078677,0.6101083032490975,0.30365815997080214,0.5905516341875096,43.86065573770492,56.139344262295076,-0.57992744
17,0.16787837259471416,0.1254107249279817,0.0014844515826553106,0.10853619605768472,0.10853619605768472,0.0,0.4300491803278689,0.14728069936545113,0.6101083032490975,0.2372814426430906,0.3994360902255639,60.19508196721311,39.80491803278689,-0.62516624
18,0.15700521233181158,0.12334414174159368,0.0015124268208940824,0.10132428526412696,0.10132428526412696,0.0,0.6588360655737705,0.23757852655625358,0.6101083032490975,0.34198627754766503,0.6671206076415529,37.31639344262295,62.68360655737705,-0.6591934
19,0.16823099758476018,0.12418645657598973,0.001396296068560332,0.2251649295212701,0.2251649295212701,0.0,0.6819672131147541,0.25330148918235457,0.610221119133574,0.35799854391422326,0.694165260088998,35.00655737704918,64.99344262295081,-0.48231453
