epoch,train_loss,train_ce_loss,train_tv_loss,val_loss,val_ce_loss,val_tv_loss,val_accuracy,val_precision,val_recall,val_f1,val_specificity,val_pred_active_ratio,val_pred_inactive_ratio,optimal_threshold
1,1.6118285675843558,0.1029724563161532,0.0007779115228913724,0.507410541176796,0.507410541176796,0.0,0.36444827586206896,0.27851293103448277,0.7924331616384597,0.4121643171525165,0.19704019955866833,80.0,20.0,-0.4739184
2,0.1804673636953036,0.09766996006170908,0.0006835754301088552,0.1281906319782138,0.1281906319782138,0.0,0.3527586206896552,0.27120689655172414,0.7716458180034339,0.40135229954710727,0.18890914324090952,80.0,20.0,-0.57634187
3,0.15559033950169882,0.09764382417003313,0.000650425503651301,0.3791967183351517,0.3791967183351517,0.0,0.2966896551724138,0.2361637931034483,0.6719401520726024,0.34949288766983483,0.14990885541590712,80.0,20.0,-0.51972014
4,0.16162682895859082,0.09290389070908228,0.0006222657665299873,0.40710190683603287,0.40710190683603287,0.0,0.2705172413793103,0.21980603448275862,0.6253985773853323,0.3252854500223257,0.13170392401419936,80.0,20.0,-0.51895356
5,0.13607822532455127,0.08818943090736867,0.0005899933942904075,0.20400160364806652,0.20400160364806652,0.0,0.2878965517241379,0.23066810344827587,0.6563036546480255,0.3413599540728456,0.14379257411493812,80.0,20.0,-0.5772688
6,0.1456366794804732,0.08774928897619247,0.0005561067916763326,0.2695832699537277,0.2695832699537277,0.0,0.3102758620689655,0.24465517241379311,0.6961000735835173,0.36205906742361427,0.1593591096613259,80.0,20.0,-0.7211881
7,0.1388709786037604,0.08921014467875163,0.0005630351680641373,0.4494449645280838,0.4494449645280838,0.0,0.23344827586206895,0.19663793103448277,0.5594800098111357,0.2909995534859986,0.10591960088266333,80.0,20.0,-0.52866596
8,0.14365917419393856,0.0895605131983757,0.0005525478123066326,0.6284026652574539,0.6284026652574539,0.0,0.23606896551724138,0.19827586206896552,0.5641402992396369,0.29342348663647383,0.10774249256452077,80.0,20.0,-0.63813925
9,0.12811033204197883,0.08204940631985665,0.0005160218434563528,0.7304394990205765,0.7304394990205765,0.0,0.2313793103448276,0.1953448275862069,0.5558008339465293,0.2890859220514129,0.10448047587067064,80.0,20.0,-0.57458836
10,0.1298985188206037,0.09168915922443072,0.0005022981960792095,0.737683117389679,0.737683117389679,0.0,0.2622758620689655,0.21465517241379312,0.6107431935246505,0.317662818141226,0.1259714093830951,80.0,20.0,-0.49285913
11,0.17693907916545867,0.08059549431006113,0.0005078021281709273,0.3339678570628166,0.3339678570628166,0.0,0.24248275862068966,0.20228448275862068,0.5755457444199166,0.2993557440836895,0.11220378010169817,80.0,20.0,-0.7667797
12,0.16204463342825573,0.08057224949200949,0.0005027309292927384,0.17025439767166972,0.17025439767166972,0.0,0.2109655172413793,0.18258620689655172,0.5194996320824136,0.2702047585635007,0.09028110908567591,80.0,20.0,-0.84740883
13,0.1271122621993224,0.08895975723862648,0.0005219074587027232,0.6745150536298752,0.6745150536298752,0.0,0.22444827586206897,0.19101293103448275,0.5434755948000981,0.28267525674555083,0.09965940708049506,80.0,20.0,-0.54465544
14,0.11807595267891884,0.08237822353839874,0.000488340938075756,0.7737098187208176,0.7737098187208176,0.0,0.217,0.18635775862068965,0.5302305616875154,0.2757861835810423,0.0944785570373213,80.0,20.0,-0.6982754
15,0.22758418768644334,0.0729172833263874,0.0004646349581889808,0.2535470037255436,0.2535470037255436,0.0,0.2680344827586207,0.2182543103448276,0.6209835663478047,0.3229890923008229,0.12997697399980812,80.0,20.0,-0.8948669
16,0.17283491690953573,0.09926366011301677,0.0005090639790675292,0.21024878695607185,0.21024878695607185,0.0,0.28993103448275864,0.2319396551724138,0.6599215109148884,0.3432416916501882,0.14520771371006427,80.0,20.0,-0.6098489
